SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS10a	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS21	SBS22	SBS26	SBS28	SBS30	SBS33	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS64	SBS65	SBS66	SBS67	SBS68	SBS69	SBS70	SBS71	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
SBS1	0.602313048442849	2.24669674896517	1.18613004614295	0.474562689555528	0.182670992638683	1.40270758926999	1.06449992702316	0.048543179841818	0.727905829028831	0.7821200575803	0.588813653109725	0.862137427089458	-1.91491054379282	1.18103937573795	0.540800908787493	1.24892043803853	1.35787383787535	0.608821491649852	0.881484501797832	0.19695187908533	0.757667848871376	1.07191965892502	1.64298194916793	0.829114127596813	0.617926989390613	1.28729086544413	0.665673818928885	0.906522672977379	0.831337389766057	0.896840509677742	0.373120446485121	0.37727354517806	0.734375744412804	0.620154948571041	0.809854559979214	1.21174143505053	1.55869128399554	0.900585258572657	1.37578461544109	0.783000804044393	1.40969057645624	1.23331275837346	0.98647425335483	0.44926145666498	1.24412539805	0.301520005381386	1.04794540797184	0.712944254439069	1.19378198284505	1.83717857841403	1.37221798792501	0.795672584352455	0.899411915193281	1.22450773276905	0.977852381052275	2.0802169826359	0.482245789445495	1.32369339904338	0.793012253551817	1.17032374307863
SBS2	18.177027842258	0.39145074282747	1.54155884497001	1.03827618041547	1.76750148865246	1.30731845828167	-0.27344733828505	1.73033452858939	2.28345074634833	0.99222312711093	1.35304079954534	0.723249086181169	2.2350341117095	1.77022746083248	0.154342689622113	2.03417392864887	0.943274025330128	1.37995780500395	1.3342220366968	0.762859479492165	0.893527328940789	0.481524578006458	1.33377035587902	0.826769138415754	1.04315458645623	1.17573417882715	1.71646430725092	0.336501271817923	1.24441631466891	0.44693810062289	1.74143047007907	1.74933002515834	2.02400537239546	1.84062332280499	1.01400886097684	0.592444200174383	1.17243421758881	1.19505015659463	-0.830519861273567	1.82078064047668	1.79291452462696	-1.53988009060299	1.83012300333723	2.37503984580433	1.80461759422443	0.962665711185892	1.68196219268052	1.75854852040042	1.72915326840852	1.83320553554876	0.530846200670708	-2.77684033714818	1.77035972471824	1.93054452925166	1.82784478192086	1.89651477046708	1.15215015798383	1.18550875366505	1.77237211341714	0.494346101698041
SBS3	2.13706217946365	1.00758677681592	0.932838464909441	0.368500325575457	1.97588438888013	0.390849070055933	1.63646563217727	2.28487055772695	0.0864956369141516	0.317707532408441	1.0615823604763	1.50074768588838	1.58146223898119	1.16938024640242	0.833193864626726	-0.0573213796328638	-3.4835722462527	-1.40757880760687	-3.87509648295699	1.70810790980679	-0.623867545940722	1.47945028365585	0.569169560515606	-1.943988312696	0.0569063763358916	-1.40185953844728	-0.681531546424272	0.920993039433106	-1.379251910447	1.65821265684554	1.89268462704499	2.83327187827406	0.635017275436125	1.5375945490233	4.89789799836394	1.34466322690072	-0.308814063150641	1.75999497805953	1.11762686985424	0.374232425713008	3.22834107002794	-11.0433191435115	-8.38805194693019	1.89875198754738	1.07241417136075	-5.84437940711044	0.556138100808951	1.41043077301898	0.874808310911937	1.20413885430551	1.42924663389063	-0.820783398140506	1.80576674255612	-0.0147033261308842	-0.0981800670514995	-0.730507878399298	2.00001785947973	0.201029040447703	1.45368076200554	0.619712764699154
SBS4	1.29856265032949	0.852906357760338	0.0128624863947465	0.82438009727717	0.61506170714348	1.33622448642414	0.914957165761907	0.846691857485635	1.56023798686333	1.24462236974782	2.10027072722131	0.333370050919824	0.484705420066978	1.61859303330206	0.998993431225173	1.58172643131236	1.42014308793878	0.978826360548323	1.20750433776105	1.14527679258761	1.19303662886068	1.07598538038206	1.41224093017507	1.20898312468082	1.27869336799104	1.43187712161307	0.936715286506294	-1.17541388209112	0.766578984715564	1.14084690268772	-1.29545022750195	0.493557987947059	0.460796940586913	1.64256679111219	0.988827709145743	0.912516892451539	1.535215985203	2.00926399219344	1.31979315745529	2.21695140721061	1.52972379912448	0.832888901549432	1.97969278006821	0.0924592377701247	2.08873045577484	0.494070449613241	-1.35696297664039	1.52008241989303	2.13824429284959	1.47740524688309	1.06353242975145	0.951679450455465	2.1288127638617	1.32396562018785	1.35786825510552	1.65344146338006	-1.54549068744553	1.32758212928153	0.124776977946281	0.883592550329999
SBS5	1.39982024275449	0.908568592559941	1.36528793263332	1.30676217642514	0.905674762247765	1.11412948156895	0.9492148069486	0.966000551626761	1.22678664539919	1.60005164190813	1.38768131986564	1.1625170525863	0.93443598929264	1.18252111915626	0.849516053124188	1.58371180401962	1.23806803799866	1.02848851300922	0.409375921302774	1.29328724537609	0.559673565941702	1.17431373556238	1.03730217220389	1.29000733148406	1.33210612770497	1.49201130280514	0.894887860039615	1.18936180686351	1.30360107778028	1.19550205199586	1.42074219623473	1.38389353632396	1.04921993175088	1.2675034214976	0.96635859076701	1.33103593610872	1.48167780276929	1.28292705680015	1.24736497257265	1.87785758465818	1.21151947000854	1.15320035983358	0.775176708289637	1.04444669322368	1.61372141952309	1.21821269513518	1.18865281571805	1.36496050385357	1.56178205069885	1.73776285990603	1.04457375994672	0.835004925597627	1.30937495339017	1.01412304011703	1.80122215831463	1.73215298303881	1.19540069849497	1.31052921768092	1.22042261825187	1.00903666669125
SBS6	0.939084977296239	1.03013069372028	1.67172941878123	1.67558114624247	2.01233564681139	0.78476839782111	1.15625023300025	1.23983282044548	1.29664969586521	1.56814420675781	1.41439612133637	1.24993135490605	1.01912859931918	1.5694532224266	1.19264623948962	1.37121141209947	0.969998887039352	1.37085429031872	1.37888964831809	1.276368230409	1.36061319130122	1.39158383902471	1.59398386716168	1.28507978723252	1.22344378096161	1.39433714039165	1.41641933903163	1.25231373285771	1.44139180766012	1.27156099847374	1.9314070613432	1.40443063669105	2.03652785668821	2.10504631697703	1.00378937225095	1.21479538421777	0.626340768275699	1.24464351076515	1.15364782047662	1.7949063621457	1.63850214458495	1.446971868945	1.71476134430723	1.27655945153661	1.68462369559698	1.48742124160125	1.96461966080562	1.52475259184668	1.59158210153502	1.40873596048859	0.821220884747853	1.37965689801152	1.58751985928523	1.28892946156643	1.42630315485891	1.18248974516174	1.91892636947731	1.48316516236469	2.03146004235746	1.37296074658063
SBS7a	1.31178520876291	0.616948078899572	1.99078953257194	1.45603607096364	1.63217392993289	1.60603664116917	0.460253265915	0.490222175942499	1.54812776666239	0.81595465254564	1.95877183801155	1.45611521735254	0.989255742865748	1.8936432200184	1.1289259436205	1.61381702457666	1.51239105644501	1.84225586807917	1.58570891231373	1.34967198560823	1.46755205603787	1.28646294943222	1.67674524681554	1.31694647198272	1.63832630602087	1.51838615987212	1.51956926922372	1.39632593606441	1.41425352039393	1.20495596026307	2.23644179929227	1.52218701312321	1.93839322619561	1.79578112230611	1.4019210121012	1.54705321694931	1.42210386621478	1.50866143191114	1.35860269269861	1.9768088854776	1.02436865472775	0.604428035207236	1.64635988190088	0.390997382135377	2.15994987853117	1.20207493858087	2.17986068273929	0.916271216608664	2.09112839561033	1.79042400559041	1.31744682422789	1.52022841852808	1.8523820372011	1.69414539794482	1.60057281938406	1.53193633641669	2.01078765797826	1.61839434603417	1.54020549672681	1.42640537892423
SBS7b	0.821286731110262	1.29917663340162	2.18202117610517	2.2756666140575	1.96603307548051	1.18271114622132	1.9062468975936	0.576463817292195	1.01485490457831	2.48475386177338	0.350088246412697	0.874271004388228	1.69917734869183	1.07068646917796	0.728313899450728	2.70867133861292	2.08654413111004	1.27505062290864	1.68328228253579	0.757643078037122	1.35595078803816	0.744993446797867	1.53105993986784	1.60184241309626	1.66401116774701	1.38441635788913	1.65346999921459	0.532115937611223	1.78978653846053	1.20542352754618	1.90302778458798	1.0235192754702	1.89830443238801	2.00209214626586	1.17797581713808	0.721152928061459	1.63959365745562	0.841087642757422	0.131150693152112	1.11970224285497	2.06623131821769	1.16439021834232	0.696024344203104	1.20364197832904	0.766882434453823	1.44112916916763	1.89719960179461	0.0499358565364156	1.93409823665772	0.00637678908061086	0.884759530929753	1.25670123467061	0.879624329783733	1.86559758037937	1.05493407450298	1.44464608129285	1.96300385307625	1.09733931118092	1.78797617384812	1.27984515562735
SBS7c	-0.544447277298842	0.294329916466005	1.29247986879744	1.09383445554526	0.614050189188223	0.91109580960055	0.937206712978474	0.253726222397246	0.749961903014147	1.43741398827628	1.29052750917817	1.18501304017507	-0.164974557324714	1.09460733353835	-0.332044065483376	1.17905095514518	1.09722069452434	0.387132120186939	1.26529109797304	0.454937018603914	1.2088510098441	1.03742953353348	1.06984016636936	1.28281015752256	0.977152818745611	1.17976928100907	0.913505424800215	1.13776248594491	0.944250949817753	1.08410077515891	1.30763219451484	-0.802329879571124	0.855942683989558	0.425761897743281	1.00468732308288	-1.49799366040493	1.13219822084875	0.972354862880606	1.15296943426683	-0.707675957821183	0.881630896857526	0.410979866012354	1.20422527955198	0.874966341999777	1.11258515516218	0.707934594786359	0.332156428061592	1.10996535197384	1.33377668829408	1.24877209700154	-0.859327715132169	1.12166904047371	0.801419826242915	1.1783845572727	-0.787326665264444	1.46224082731678	0.282333861560382	1.32721418917327	1.29873435224208	0.793468519139435
SBS8	0.768150473805666	0.929019418108136	1.19437582728983	0.91054831373157	1.26746683871083	1.36514650987185	1.40344511706067	1.25765727295625	1.41974116134914	0.866862096212172	-0.0356827759863724	1.75718050449771	0.769356778974136	-1.20388313819963	0.878128049482887	1.41556099165756	1.02270245143925	1.56764999881337	1.25311956177151	1.26098761344651	1.2408009821679	1.16961640594311	1.67549613884826	1.31460283264021	1.40863565438487	1.19652792256667	1.20902246580353	1.46595253093346	1.23047509527104	1.10997060100486	0.883846726887029	0.990981268361751	1.1592800000717	1.03351472967773	1.00535034564852	0.755960091985436	1.12754829633505	1.26665123066712	1.30642516324357	1.36231060960504	-0.115947384262168	0.93443236471479	1.66313274194812	1.22370767778248	1.21136541503352	0.843363830857808	1.35058218610688	-1.92337202980478	0.0202419782656865	-1.2957310602988	0.724517896847659	1.41389728724209	-0.0599144001455386	1.51480050043813	1.98149235118544	1.02560958768154	0.909474671553217	1.83164442487482	1.60213107923275	0.747750686623672
