SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS10a	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS21	SBS22	SBS26	SBS28	SBS30	SBS33	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS64	SBS65	SBS66	SBS67	SBS68	SBS69	SBS70	SBS71	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
SBS1	0	-1.53589440554271	0.609020082401211	1.35108845452891	1.49478655804143	1.12454418339497	0.376814474952879	2.16372418691778	1.10363866491846	1.07539362448877	1.15430809190814	0.674443658735003	6.70456951995248	0.766409567355125	1.01774962928099	1.18820039501513	1.12573166490043	1.19004588406273	0.759641855086547	1.55819474633589	1.46440312336056	0.95702414805663	0.631708443838097	1.00967158369912	1.78185734329711	0.286736835401845	1.97172118109213	0.55574186666884	1.37866132149507	0.909285568975143	1.30495613084435	0.852240874555257	1.1484303091367	1.01132099138369	0	0	0.775636836924797	0.699561285964833	0.631549599100913	1.00211646105068	1.0774958178515	0.385734400090691	1.000731881828	0.939954091153504	0.996244268364616	1.63510358441919	0.88166200017701	1.14630730940952	0.810493645571546	0.492653493660987	0.387309886481972	0.732754751732226	1.11443767526881	0.757556969472088	0.880056416807321	0	1.34070199585498	0.543100221102897	0.687935146733772	0
SBS2	-19.5116104146883	0	0	0.81528626838368	0	0.790262893429294	4.6446216363671	2.48071450019311	0	0.995284676573869	0.481757950707836	1.20559713559441	0	0	4.62026342003819	0	1.77386685269803	0.752622070879153	0.653214953766573	1.43847633979372	1.17958371150953	2.49123825916074	0.678848245505322	1.40198281965114	1.0969554459385	0.866867629468611	0.819387952537697	1.89389115439884	0.923574571711481	2.06328015723203	0	0	0	0	0.105594476167213	1.96047721296062	0.797657116755856	0.828130563409335	4.22127560855851	0	0	5.91391002984945	0	0	0	1.69006741039935	0	0	0	0	2.21056894450076	8.12500819149071	0	0	0	0	0.63181775005783	0.737422894036231	0	2.30393818995781
SBS3	7.19061016212922	10.7860791070145	0	11.5955418933961	5.25292184097599	10.9990738874069	8.43161586512479	5.36962448935377	13.7829131676177	10.8114172035569	8.48400045973962	9.30942502393304	7.31968300027205	8.54420144065113	10.8794696590312	13.1812741433506	28.3558109280719	18.5383549854193	29.8107272786364	7.69249492876605	17.2835031333458	9.04039919888992	11.5857305316233	22.4387909442412	13.0132199276209	18.0802766118882	15.3932467836916	10.0670503718766	20.846994838085	8.55853935605133	4.89342638519866	4.97565345803764	7.73777441068801	5.20114752903938	-2.710678524551	9.26886551551907	14.12321559523	6.74829394676956	8.82823211899716	12.040328919589	0	58.2810810331977	47.9977858393554	7.52294193699051	8.98204849918812	36.1903627254016	8.32431060120828	7.90504863058272	8.30369086650115	8.38358739303205	9.50970517625044	17.4247145154829	6.1668332342055	13.1325428824063	14.5435912347402	15.2355432932757	5.0370615185254	12.5828216808299	5.94049907701335	11.511251402248
SBS4	1.13981757657528	1.26288775067917	3.26181969295638	0	1.95557298420472	1.37373340882016	1.56203931757937	2.24911517347063	0.851079972506076	1.19184904126013	0	2.57252149866403	2.69651421622636	0.745271179716224	1.42709429569811	1.14227021418988	1.21988333791026	1.5984318122597	1.05776679402968	1.08697999773111	1.81129413535349	1.52513063596253	1.24644271187414	1.36328586837999	1.38766262254525	0.893131633457593	1.79615079433809	4.81785526066255	2.23990916924943	1.85391240384571	5.65449004236677	2.19081974671544	2.44816292623703	0.546633420461921	0	1.64801710101715	1.00029730920702	0	1.24796563334094	0	1.02421311876192	2.03266839794645	0	2.65791413757508	0	2.47452380511408	5.59144621768805	0.97029823116808	0	0.912073380952245	1.58602834940748	1.73488808155465	0	1.19806807131948	1.16351584741178	0.86318829377241	6.05275305333344	1.11970459516275	2.99890378682438	1.30705133309046
SBS5	0	0.16324178942252	1.24564205539708	0.751492703863301	0	0.821049679934403	0.0910671996173676	0.156762456037624	0.458220562383443	0.821258582203142	0.746314559030069	0.116939792425505	0.109820118626134	0.833773983819522	0.135946282365952	0.393714774961264	0.0663668724029286	0.663341626732046	1.01407740619671	0.0483319442693916	1.24256869926911	0.0859159891336457	0.749807385408287	0.0784092710121788	0.315839519552383	0.307667170979189	0.574105649622803	0	0.208234220485369	0.0625041379416607	1.09144995058304	0.0665067423111775	1.59966233331111	1.26852896383813	0	-0.0287869695287354	0.375048312674084	0.0459527982107778	0.0405193897710896	0	0.933738165427256	0.100460786655371	0.595742293856469	0.128044165227773	0.474386474390366	0.13147728015257	1.33693187453264	0.791008148179017	0.551110048857625	0.400764269167333	0.104774840682971	0.62700145008151	0.90332366153387	0.969042005843483	0	0.445029779250086	1.4593279110335	0.563277281894436	1.42071931988015	0
SBS6	0	0.102643301861667	0	-0.0988007462646698	-0.166822912240929	0	0	0	0	0	0	0	0.0885665135006283	-0.097066283134861	0	-0.110674772575424	-0.156155300665374	0	0	0	0	-0.0721550972465767	-0.16817818347308	0	0	0	-0.204837220213411	-0.0481304996444998	-0.0835427301361565	0	-0.109423629986659	0	-0.119686235785337	-0.196522263998944	0	0	0	0	0.0671813281792901	-0.122617641026003	-0.193318342276098	-0.0834248682348175	-0.173353600372643	0	-0.108966591903838	-0.103068225684847	-0.113082909757317	0	0	0	0	0	-0.0600725502248046	0	0	0	-0.171309966983094	-0.1090753536683	-0.239522011849658	-0.128203064531996
SBS7a	0.04217679111977	-0.070910858200669	0	0	0.484600723150786	-0.0604264806487625	0	-0.120524129523752	-0.0807555326312743	0.950429624436172	0	-0.0410280674173127	-0.0710277054946026	-0.106853779481226	0	-0.0614076418227664	-0.0470335390352292	-0.119837526719791	-0.0793337573818616	0	-0.050027902717426	0	-0.0967998384235576	0	-0.16465470214258	-0.0520641036954837	-0.148481831754584	-0.071500816653327	-0.0696423432493792	0	0	-0.0536304394770542	0.282443685440161	0.360264145616019	-0.118783026248854	-0.123651094042603	0	-0.0722070869274652	-0.116686538254247	-0.132397480016753	0.825881168004254	-0.15096298085298	-0.114580285714824	0.103908674942121	-0.121212998365011	-0.123086736444575	0	0.685143728561272	0	0	0	-0.180814555908227	0	-0.136117756671127	-0.0805418036400541	-0.073562617563911	0.21106951989773	-0.138583196257528	0.462394054216527	-0.119511819502944
SBS7b	0.646602663697354	0.189845697033764	-0.327603919898717	-0.671469601695159	0	0.844166018990132	0	0	0.654914459324542	-0.656726212653851	1.33595231586768	0.451129864077453	0.201195794693754	0.828864049094227	0.498729455837999	-0.731381641741691	0	0.334343264031993	0	0.566407159727636	0.298689438993338	0.995354023151556	0.428296950506655	0	0	0.273401526962682	0.459949523302494	0.450804554616537	0	0.256176298687386	0	0.366449207336382	0	0	-0.0597950909543098	0.55296687462609	0.488940947641578	0.533746689214247	1.22990347503191	0.559449785701295	0	0.726477245835245	0.770950190681542	0.352940508114039	1.18013464592538	0.277725688004822	0	1.72445604110485	0	1.92780919201866	0.381928005204909	0.404419120384099	0.963576240502409	0	0.459424578401095	0.323515734303223	0	0.457175185635487	0	-0.0725501049808221
SBS7c	3.00065323484459	1.19910516439023	0.551079785444029	0.846150773966929	1.54660995749547	1.00389469636528	0.900685004482525	2.121258320586	0	0.691173005527478	0.673628139081216	0.335950913483759	3.44876294955174	0.82347448279738	2.57026713787917	0.753139855805094	0.915861269567958	1.70741078786059	0.622001168646093	1.54154772942898	0.695201698790071	0.84015744332389	0.991693296768859	1.00203998720107	1.18536836653191	0.700376843517717	1.29476324603734	0.309639808941496	1.00554978258745	0.670300406677953	0.467820110189121	2.32479094420235	1.25193557170008	1.75989490570597	0	4.14246071413496	0.747535701669073	0.607623741587726	0.52073235541679	3.27483676049678	0.982960844683275	1.94722212343084	0.464662289262504	1.02738976966236	1.20781990937926	1.80632748426262	2.03923663904179	0.916482994036616	0.584418740681774	0.528050648491258	3.37801824076975	0.947600411294851	1.07967891471037	0.856777331224946	3.23023133049661	0.288953142914959	2.1945712552289	0.45120309987481	0.367050564082228	0.785476283647902
SBS8	2.16173349900459	1.65755658447475	0.824870416550975	1.4436447503701	1.17468386572256	0.884750596670342	1.17612175220261	1.63163199375564	0.947149111259109	0	3.55341263285462	0	2.30902388612956	5.80662304815471	2.39891285724881	0.929089818395456	1.67259029016217	0.830878186999947	1.20388537948518	1.23761506266963	1.3758342622118	1.67301852832575	0.583402844020752	1.22684635316857	0.927583619425402	1.21763181704106	1.22547600575449	0.822956936496961	1.17231109171837	1.86480926231612	1.40503613961291	1.32124419980921	0.858465095354261	1.11631275160996	0	2.31332676052663	1.28214371299782	1.16885073259684	1.29597131949605	0.929916177731877	3.4876152206869	1.87785312727263	0.575200319312871	0.929540453002454	0.963457566511608	2.00453243937537	0.883561927730239	6.54774174516734	3.17164451678834	6.02070809037138	2.56360329173094	1.11266158993763	3.53029877126794	0.865363411449055	0	1.49792883391833	1.31653104243076	0	0.39161044032824	2.26104042540069
